,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
22902,23382,9,1,8,0,1,Why the wifey type girls single and the hoes being cuffed though?
22903,23383,3,0,3,0,1,Why these bitches be gettin instagrams just to post pictures of other bitches?? i dont get it
22904,23384,3,1,2,0,1,Why these hoes always tryna be Bitches? Don't they know that hoes can't be bitches.. cause they hoes! @yuckhalin
22905,23385,3,0,3,0,1,Why these thirsty bitches trying to hit me up slide out of my kik lmfaoo &#128514;
22906,23386,3,0,3,0,1,Why was Jorge Zimmerman arrested? Do prosecutors have a witness that saw Zimmy attack TrayTray? Are they afraid of the hoodie pussies?
22907,23387,3,1,0,2,2,Why won't we run the ball? Our offensive coordinator is retarded
22908,23388,6,1,5,0,1,Why would I be mad at a bitch who couldn't pass the 10th grade &#128128; I'll wait
22909,23389,3,0,3,0,1,Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler
22910,23390,3,0,3,0,1,Why would you date an ugly girl who is also a huge bitch?
22911,23391,3,0,1,2,2,Why would you think Common is trash? Tf
22912,23392,3,0,3,0,1,Why yall bitches be havin stretch marks on yall upper ass &#128514;&#128557;&#128557;
22913,23393,3,0,2,1,1,"Why yes, functioning tho RT @blaaksuedepumps: Are you retarded?"
22914,23394,3,0,3,0,1,"Why you Worried bout a bitch, weed, clothes,sex, game system, parties,chillin , but no job"
22915,23395,6,0,6,0,1,Why you fuckin wit a niggah if you aint fuckin wit a real niggah
22916,23396,3,1,2,0,1,Why you gotta be such a hoe smh I ain't captain save a hoe !!
22917,23397,3,0,3,0,1,Why you let these hoes tear what we had apart you shud be beware beware
22918,23398,3,0,3,0,1,Why you let these hoes tear what we had right apart
22919,23399,3,0,3,0,1,Why you shouldn't eat pussy unless you love her http://t.co/BkpLT6D9ax
22920,23400,3,0,3,0,1,Why you stressin bout a bitch .
22921,23401,3,0,3,0,1,Why you talking to hoes about bro nem?! &#128548;
22922,23402,3,2,1,0,0,Why you think all these niggas end up with all these kids? Fucking ugly bitches
22923,23403,3,0,3,0,1,Why you worried bout that other hoe? Cuz that other hoe aint worried bout another hoe
22924,23404,3,0,0,3,2,Wicked Oreo
22925,23405,3,0,3,0,1,Wifey had the hoes back then &#128514;&#128514;
22926,23406,3,0,0,3,2,Will Hillary &#8216;dodo-bird&#8217; Be Dems 2016 Candidate To Take Over Obama's Job As US Prez? DoG http://t.co/wFlZyXmVk6 via @worldnetdaily
22927,23407,3,0,0,3,2,Will be interesting to watch how Interlagos grips in this weekend. F1 cars basically the guinea pigs for WEC later this month.
22928,23408,3,0,3,0,1,Will entertaining the hoes smh
22929,23409,3,0,3,0,1,Will you sell that pussy for me ?
22930,23410,3,0,2,1,1,"Will&#8217;s tweets scream &#8220;Look at me, I&#8217;m a pansy ass bitch&#8221; like 5 of the 7 days in a week."
22931,23411,3,1,2,0,1,Wilson a hoe he said that shit 2 years ago
22932,23412,3,0,3,0,1,Winking emoji? I'm about to fuck her right in the pussy
22933,23413,3,1,2,0,1,Winn Dixie is for real niggaz publix is for pussies
22934,23414,3,0,2,1,1,Winter time walking is no hoe !!! ctfu
22935,23415,3,0,3,0,1,Winter weather gon have a niggah in his feelings &#128544;&#128532;&#128527;&#128554;&#128149; .
22936,23416,3,0,3,0,1,Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas
22937,23417,3,0,3,0,1,Wish @alliemathews would stop being lazy and be a little rebellious. Come to Indy bitch titz. @tyler_yost misses you
22938,23418,3,2,1,0,0,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;
22939,23419,3,1,2,0,1,Wish I got hoes like James Bond
22940,23420,3,1,2,0,1,Wish I would let you dig in my pockets ... God bless you w/ breath in your body... Lazy ass bitch get up &amp; start grinding
22941,23421,3,0,3,0,1,Wish i had a bad bitch tonight where they at?
22942,23422,3,0,2,1,1,Wish they'd teach Tracee. RT @kanYeBreast: all chihuahuas do that squinty eye shit. I think it's hilarious.
22943,23423,3,0,3,0,1,With a pussy mullet
22944,23424,6,0,1,5,2,With birds ill share this lonely view
22945,23425,3,0,3,0,1,With my best bitches @nerissaloren @robertenders http://t.co/nsNgQ3q0
22946,23426,3,1,2,0,1,With my partner in crime riri22barbie yesss &#128128; bitch stole my look! Hah #vegasqueens #ladykimora &#128139;&#128139; http://t.co/wXKj826B1E
22947,23427,9,1,7,1,1,"With no babymama drama , side hoes all that ...just fa me n only me !"
22948,23428,3,0,0,3,2,With the birds i share this lonely view..
22949,23429,6,0,5,1,1,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive"
22950,23430,3,0,3,0,1,With yo twatching ass bitch!!
22951,23431,3,0,0,3,2,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge."
22952,23432,3,0,3,0,1,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!
22953,23433,3,0,3,0,1,Wiz khalifa was the most influential rapper in my era. We seem to forget all the trends this nigguh started
22954,23434,3,0,3,0,1,Wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that http://t.co/L2xzrUqwkP
22955,23435,3,0,3,0,1,"Wiz need to go back to the ""yeahhhhhhh bitch"" ""OKKKK"" wiz"
22956,23436,3,0,3,0,1,Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD
22957,23437,3,0,3,0,1,Wizard turned into a hoe after a break up
22958,23438,3,0,3,0,1,Woke up cold thenna bitch n stomach on Flat fr &#128514;&#128514;&#128514; http://t.co/71IVR8ISlK
22959,23439,3,0,3,0,1,Woke up dis morning pockets filled with Xtra pros might slide thru double O tonight n bless the hoes! -- #Peezy
22960,23440,3,0,3,0,1,Woke up feeling like a bitch. Gonna stop acting like a bitch over some weak shit and focus on myself now. Its me time bruh
22961,23441,3,0,3,0,1,"Woke up the next morning like ""why in THEE FUCK did i donate my cheese to these skank hoes"" &#128532;"
22962,23443,3,0,3,0,1,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.
22963,23444,3,0,2,1,1,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
22964,23445,3,0,3,0,1,Women can't do something called live life.Apparently that's being a hoe.
22965,23446,3,0,2,1,1,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
22966,23447,3,0,3,0,1,"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down."
22967,23448,3,1,2,0,1,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die"
22968,23449,3,2,1,0,0,Women who are feminist are the ugly bitches who cant find a man for themselves
22969,23450,3,0,0,3,2,"Won't catch me sneak dissing, thats fo the birds."
22970,23451,3,0,3,0,1,Won't step dad me hoe. Lol
22971,23452,3,0,0,3,2,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.
22972,23453,3,0,2,1,1,"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd"
22973,23454,3,0,3,0,1,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;
22974,23455,3,0,0,3,2,Word to my bird! http://plixi.com/p/60040730
22975,23456,3,0,3,0,1,Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!
22976,23457,3,0,3,0,1,Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh
22977,23458,3,0,3,0,1,Words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.
22978,23459,3,0,3,0,1,"Work ,nigga fuck work!! It's Friday bitches, fuck Friday!! All about Saturday !!! Tomorrow will be epic!!"
22979,23460,3,0,3,0,1,Work be having a bitch enervated and shit.
22980,23461,3,0,3,0,1,Work is such a bitch right now
22981,23462,6,0,6,0,1,Work out hoe http://t.co/zOLMGuj5HK
22982,23463,3,0,3,0,1,Work right now is bitch
22983,23464,3,0,0,3,2,Working Saturday is for the birds #FML
22984,23465,3,0,3,0,1,World War Z is on Netflix yasssss bitch yasssss
22985,23466,3,3,0,0,0,Worlds biggest faggot lol
22986,23467,6,0,6,0,1,"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash"
22987,23468,3,0,0,3,2,Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ
22988,23469,3,0,2,1,1,Would you drink with a nigguh? Do you smoke weed?
22989,23470,3,0,0,3,2,"Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb"
22990,23471,3,1,2,0,1,Would've liked some more backup but I can handle myself against a gang of retards.
22991,23472,3,0,3,0,1,"Wow , that's a stupid bitch &#128514;&#128514;"
22992,23473,3,0,3,0,1,Wow I swear I'm gonna cunt punch you
22993,23474,6,1,5,0,1,Wow fucken Bradley sucks ass. And his coach said this niggah can play for Barcelona hahahahahaha
22994,23475,9,0,9,0,1,"Wow my cuzin dont like lil snupe, this niggah trippin"
22995,23476,3,1,2,0,1,Wow my dad just racked me what a fag
22996,23477,3,0,0,3,2,Wow redskins don't want this
22997,23478,3,0,0,3,2,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant"
22998,23479,3,1,2,0,1,"Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it..."
22999,23480,3,0,0,3,2,Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming
23000,23481,6,0,6,0,1,Wow... RT @TayNic So THIS is why big titties were slandered today?!!&#128545; U bitch! RT @Alyricz: Stop the bullshit ... http://t.co/ghWS4TJT
23001,23482,6,0,6,0,1,Wowwww this bitch is so ratchet holy crap
23002,23483,3,1,2,0,1,Wrote the absolute worst paper of my life last week and still got a B+. Gotta love taking freshman English #retards
23003,23484,3,0,3,0,1,Wtf I look like lying about knowing a bitch for ? If I don't know the hoe I don't know the hoe. TF it's SIMPLE &#128529;
23004,23485,3,0,3,0,1,Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame
23005,23486,3,0,3,0,1,Wtf bitch
23006,23487,3,0,3,0,1,Wtf for real now all these stupid bitches are cutting over some kid smoking pot? I can guarantee over half of them smoke pot themselves #smh
23007,23488,3,0,2,1,1,"Wtf, ""Show me the hoe facts"""
23008,23489,3,0,3,0,1,Wtf... 3 days &amp; 3 nights! If I go another day..... all I know is im going ape shit....
23009,23490,3,0,3,0,1,Wussup pussies ;) #ImBack #NewTwitter
23010,23491,3,0,3,0,1,Wut a bitch
23011,23492,4,0,4,0,1,"Xavier a hoe, he never lookin out.."
23012,23493,3,0,3,0,1,Y Rick such a weak hoe n this season? Not a good look fam
23013,23495,3,0,3,0,1,Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO
23014,23496,3,0,3,0,1,Y u a bitch doe?
23015,23497,3,0,3,0,1,Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me
23016,23498,3,1,2,0,1,Y'all Mfs better believe in karma ... That bitch oh so real
23017,23499,3,0,3,0,1,Y'all all some hoes
23018,23500,3,0,2,1,1,Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;
23019,23501,3,0,3,0,1,"Y'all be giving the pooest bitches so much hype, stop it."
23020,23503,3,0,3,0,1,Y'all be letting ya side bitches in the house y'all trippin
23021,23504,3,0,2,1,1,Y'all bitches FAKE &#128514;&#128557;
23022,23505,3,0,3,0,1,"Y'all bitches be coming up with some dumb shit... What the fuck is ""fleek""? &#128529;"
23023,23506,3,0,3,0,1,Y'all bitches better stop the madness .....
23024,23507,3,0,3,0,1,Y'all bitches need to sandos!
23025,23508,3,0,3,0,1,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;
23026,23509,3,0,3,0,1,Y'all bitches want a good dude but can't be real at all then want to blame them for their reaction to your bullshit. Grow the fuck up.
23027,23510,3,0,3,0,1,Y'all can have Skylar Diggins. looks like a tranny to me
23028,23511,3,0,3,0,1,"Y'all can have these so called ""bad bitches"". I'm looking for a nerd like Rocky Balboa had."
23029,23512,3,0,3,0,1,"Y'all can say ""Imma make it way farther than you.""all you want but aye I'm gonna have fun bitch so SUCK A DIIICCCKKK!!"
23030,23513,3,0,3,0,1,Y'all dumb bitches out here FUCKING UP
23031,23514,3,0,3,0,1,Y'all entertained by these bitch az niggas hitting women? Smh Who raised you?
23032,23515,3,0,3,0,1,"Y'all folks basic , ya parents both racist , I'm lawyering these hoes out here , beatin cases"
23033,23516,6,0,6,0,1,Y'all hoes believe anything though
23034,23517,3,1,2,0,1,"Y'all hoes broke, be stealing from the mall but be flexing"
23035,23518,3,0,3,0,1,"Y'all hoes don't need a valentine , Y'all need Jesus"
23036,23519,3,0,3,0,1,Y'all hoes love everyday
23037,23520,3,0,3,0,1,Y'all hoes nasty letting any body hit an eat y'all out smh
23038,23521,3,2,1,0,0,Y'all hoes really get mad cause a nigga don't want cha
23039,23522,9,0,9,0,1,Y'all hoes so ugh
23040,23523,3,0,3,0,1,Y'all know what I'm thankful for..... Ya bitch lmaoo my sister funny
23041,23524,3,0,3,0,1,Y'all lonely ass bitches sure do give out a lot of relationship advice....
23042,23525,3,1,2,0,1,"Y'all men need to watch these ""cream pies"" bitches be having yeast infections &amp; on a 7 day monistat treatment. Know the difference"
23043,23526,3,0,3,0,1,Y'all motha fuckas best love my foam party in July. This shit is already a bitch.
23044,23527,6,1,5,0,1,"Y'all niggas ain't talking bout nothin.. Not a thang, not a not a thang hoe"
23045,23528,3,1,2,0,1,Y'all pussy ass niqqa need to make some moves &amp;&amp; get up there &#128524;&#9992;&#65039;
23046,23529,3,0,3,0,1,Y'all really risk ur lives weaving in &amp; out of traffic traveling thru two counties for some pussy?
23047,23530,3,0,0,3,2,"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao"
23048,23531,3,0,0,3,2,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;
23049,23532,3,0,1,2,2,Y'all suck on flappy bird
23050,23533,3,1,2,0,1,Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT
23051,23534,3,0,3,0,1,Y'all trying to use The Lord to sell pussy on this corner... I already know!
23052,23535,3,0,3,0,1,Y'all tweet the same shit everytime I get back on this bitch
23053,23536,3,0,3,0,1,Y'all wake tf up. Y'all are pussies it's summer time turn tf up!
23054,23537,3,1,2,0,1,Y'all weird on here. Fake hoes for attention
23055,23538,3,0,0,3,2,YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8
23056,23539,3,0,3,0,1,YMCMB always get caught up with strippers. Tyga actually had a child with one. Niggas get rich a buy bitches
23057,23540,3,0,3,0,1,YOU and them bitches that you came wit
23058,23541,3,0,3,0,1,"Ya bitch aint bad nigga, u aint got no taste"
23059,23542,3,0,3,0,1,Ya bitch basic if she trippin off your social networks profiles.
23060,23543,3,0,3,0,1,Ya bitch choosin http://t.co/lHvGnYZCkr
23061,23544,3,0,3,0,1,Ya bitch got my dirty pistol in her crib uoeno it
23062,23545,3,0,3,0,1,Ya bitch pussy good I ain't heard it .... I been in there! &#128540;&#128541;&#128541;&#128540;
23063,23546,3,0,3,0,1,Ya bitch wnna ride with me
23064,23547,3,0,3,0,1,Ya bitches dumb as fuck for the felon.
23065,23548,3,0,3,0,1,Ya kno nigga got two accounts...&#128586; RT @i_EaT_PIE: When the lil bitch start Tweetin... She'll see these tweets or someone will snitch
23066,23549,3,0,3,0,1,Ya last nicca couldn't beat it .. I hit it like a free throw!
23067,23550,3,0,3,0,1,Ya last nicca couldn't beat it ... I hit it like a free throw!
23068,23551,3,1,2,0,1,Ya lit stupid ass bitch I ain't fuccin witchuuuu &#128581;&#128683;
23069,23552,3,0,3,0,1,"Ya need a real nigga shawty, so come &amp; throw that pussy shawty.

Studio"
23070,23553,3,0,0,3,2,Ya'll take note. There ain't never tornadoes where colored folk live
23071,23554,3,0,3,0,1,Yaaaaaas bitch
23072,23555,3,0,3,0,1,Yaaaas bitch yaaaaaas
23073,23556,3,0,3,0,1,"Yaaaasss, bitch! RT @xtina: In more important news... &#127926; http://t.co/Z3b8XVHUty"
23074,23557,3,0,2,1,1,"Yaaaassss. These bitches sad !! ""@FashionNFingers: You don't like me why? ""Cause my friend don't."" &#128514;&#128514; that's basically how girls work."""
23075,23558,3,0,3,0,1,"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl, if you gotta explain it.. 9/10 a hoe."
23076,23559,3,0,3,0,1,Yahhhhhh bitch YAHHHH
23077,23560,3,0,3,0,1,Yal jus fags screen shootin the shit out of my stories &#128548; http://t.co/Cm55jy52J4
23078,23561,6,0,6,0,1,Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .
23079,23562,3,0,3,0,1,Yall bitches be liking yall asses ate lmfao
23080,23563,3,1,2,0,1,Yall bitches only muslim when yall hair fucked up ctfu stop that youngs!!
23081,23564,3,0,3,0,1,Yall bitches should be girlfriends for Halloween since yall been sidechiccs all year &#128514;&#128557;&#128564;
23082,23565,3,0,3,0,1,Yall black ass hoes aint east African
23083,23566,3,0,3,0,1,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.
23084,23567,3,0,3,0,1,Yall couldn't wAit till Halloween to dress up like hoes
23085,23568,3,0,3,0,1,"Yall don't want a nigga unless other bitches want him.. 

But when you get him you get mad cuz those same bitches still want him.
&#128533;?"
23086,23569,3,0,3,0,1,Yall hoes got nothing better to do than to gossip and play telephone.
23087,23570,3,0,3,0,1,Yall hoes still play around with the wrong shit I see.. Smh.
23088,23571,3,0,0,3,2,Yall know Skip Bayless is about to slit his wrists over Romo! Lol
23089,23572,3,0,3,0,1,Yall letting these hoes fuck you with the strap after you said no?
23090,23573,3,0,3,0,1,Yall live for bitches and blunts. We live for weed and money!!!!!!
23091,23574,3,0,3,0,1,Yall out here fuckin other women's men risking ya life &amp; freedom but I'm out here single &amp; dolo with no bitch you gotta worry about.
23092,23576,3,0,3,0,1,Yall see Chojis kid? Big ass black bitch
23093,23577,3,0,3,0,1,Yall trustin these hoes... I've never been that gullible
23094,23578,3,0,3,0,1,Yandy gotta pay me for dick im sorry...that bitch ugly
23095,23579,3,0,0,3,2,Yankee homeruns make me all tingly.
23096,23580,3,0,0,3,2,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent
23097,23581,3,0,0,3,2,Yankees getting killed
23098,23582,3,0,0,3,2,Yankees great Joe DiMaggio reportedly used to beat wife Marilyn Monroe. Here she is in 1954 announcing divorce http://t.co/blS7dalMiF
23099,23583,3,0,0,3,2,Yankees season over tho. So yeah.
23100,23584,3,0,0,3,2,Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants
23101,23585,3,0,0,3,2,Yankees shouldn't rely on the long ball in the playoffs #Yankees #MLB
23102,23586,3,0,0,3,2,Yanks choked too..... Lost 4 strait remember
23103,23587,3,0,0,3,2,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;
23104,23588,3,0,3,0,1,Yas bitches YAS &#128588; http://t.co/bsrWTMKw87
23105,23589,3,0,3,0,1,Yas bitches http://t.co/yey8ml5snK
23106,23590,3,0,3,0,1,Yasss bitch yass
23107,23591,3,1,2,0,1,Yasss bitches I'm brown&#128540;
23108,23592,3,0,0,3,2,Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG
23109,23593,3,1,2,0,1,Yay I'm a redneck piece of shit! #sorrynotsorry
23110,23594,3,0,3,0,1,Yayyyy I'm gonna be jacking off to these bitches all day today http://t.co/LEmILFu1
23111,23595,3,0,3,0,1,"Yaz bitch yaz, http://t.co/EOmRMqWNqT"
23112,23596,3,0,3,0,1,Yea I see ya hoe
23113,23597,3,0,3,0,1,"Yea I'm illiterate, hot as a skillet bitch. &#128079;"
23114,23598,3,1,2,0,1,"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can"""
23115,23599,3,2,1,0,0,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!"""
23116,23600,3,0,3,0,1,Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET
23117,23601,3,0,0,3,2,Yea buddy RT @YallJustDontKno: A lot of NBA trash talk going on
23118,23602,3,0,3,0,1,Yea randy that white 745 changed my whole mind that hoe nice
23119,23603,3,1,2,0,1,Yea you bad but hoe so what
23120,23604,3,0,3,0,1,Yea you bad but hoe so what??
23121,23605,3,1,2,0,1,"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59"
23122,23606,3,0,3,0,1,"Yea, my bitch is crazy. So what?"
23123,23607,3,0,3,0,1,Yeaaa bitch I be with dog like shaggy yea we stay clean but we get dirty like Harry
23124,23608,3,1,2,0,1,Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin
23125,23609,3,0,3,0,1,Yeah I can just tell by the weather that I won't be gettin any pussy today
23126,23610,3,0,3,0,1,Yeah I have acne but I still pull hotter bitches than you (-:
23127,23611,3,0,3,0,1,"Yeah I tried and you bein all blind and shit. Lol peace, bitch.&#127797;"
23128,23612,3,0,3,0,1,Yeah at&amp;t needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit
23129,23613,3,0,3,0,1,Yeah bitch
23130,23614,3,0,3,0,1,Yeah bitches. You know he was hot shit back in the day http://t.co/z9cGLJTKow
23131,23615,6,0,6,0,1,Yeah hoe
23132,23616,3,0,3,0,1,Yeah hoe.
23133,23617,3,0,3,0,1,Yeah hoe. http://t.co/qZXi0IuFCf
23134,23618,3,0,3,0,1,"Yeah im livin right, these bitches dead wrong"
23135,23619,3,0,3,0,1,"Yeah it was a great one actually, I'm fucking hilarious bitches &#128129;&#128536;"
23136,23620,3,0,0,3,2,Yeah okay let's just put a fire cracker in a cow pie and see what happens
23137,23621,3,0,3,0,1,"Yeah right, yeah right, this guys a faggot."
23138,23622,3,0,1,2,2,Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py
23139,23623,3,0,3,0,1,Yeah the NFL trash as fuck for this London shit
23140,23624,3,0,0,3,2,Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees
23141,23625,3,0,3,0,1,Yeah you bad but hoe so what
23142,23626,3,0,3,0,1,Yeah you bitch &#128514;&#128514;&#128514;
23143,23627,3,1,2,0,1,"Yeah your eyebrows on point, but is ya pussy clean?"
23144,23628,3,0,3,0,1,"Yeah, I had a bitch, but she ain't bad as you, so hit me up when you pass through"
23145,23629,3,0,3,0,1,"Yeah, I'm SO annoying until you need something...bitch #fuckfriendzones I don't play that shit, fuck with my heart and I'll make you wish"
23146,23630,3,0,3,0,1,"Yeah, he forgot to say ""Dumb"" &#8220;@TwistTwizzy: @snoopDogg made a mistake for calling @IggyAzalea bitch.&#8221;"
23147,23631,6,2,4,0,1,"Yeah.. They heard I'm fucking nuts, like the swag of a fag"
23148,23632,3,0,0,3,2,Yee boy my yung nicca told me dat waxx
23149,23633,3,0,3,0,1,Yeen never seen a fat nigga on a molly bitch imma hurt somethin
23150,23634,4,0,3,1,1,Yeen no real nicca if yeen got no porn sites n your internet history
23151,23635,3,0,3,0,1,Yeezus was fuckin trash
23152,23636,3,0,1,2,2,Yellow jackets at gas station trash cans are THE worst
23153,23637,3,0,2,1,1,"Yep RT @KingHorseDick: Nope and never will. RT @iRejectSlimHoes: Fellas u ever had some pussy so good YOU send a ""so what are we?"" Text?"
23154,23638,3,0,0,3,2,"Yep, sources confirmed it. That Iggy concert last night was trash"
23155,23639,3,0,3,0,1,Yes &amp; no RT @ChannyMaraj Is it ok to beat a bitch up over some tweets or nah?
23156,23640,3,0,3,0,1,Yes I love sex I told yo bitch being the rubbers
23157,23641,3,0,3,0,1,Yes bitch you still in love in rich. She lying
23158,23642,3,0,2,1,1,"Yes lawd &#171;@JusDahl God took extra time on you... &#8220;@jaleesaraex: ""you have lips like kylie jenner""
...bitch I'm black http://t.co/zj2Guu0pCM"
23159,23643,3,0,3,0,1,"Yes suhh &#8220;@Swishas_Erbs: &#8220;@Vonteeeeee: Fuck you bitch, I'm CHILLIN&#8221; You Gettin Live Tomorrow ?&#8221;"
23160,23644,3,0,3,0,1,"Yes ugly bitch with the shitty platinum blonde skunk hair, you did take cuts"
23161,23645,3,1,2,0,1,Yes yes yes that's all you gone hear never met a hoe yet that a tell me no
23162,23646,3,0,3,0,1,Yes! Daryl and Michone are my niccas!RT @JaJuan_Cofield: @VonshayeB got it recorded! Been waiting months for this season premiere!!!
23163,23647,3,0,3,0,1,"Yes, I'm a hairy white man with redneck tendencies who absolutely loves Aretha Franklin. Fuck you hater."
23164,23648,3,0,1,2,2,Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash
23165,23649,3,1,2,0,1,Yessir. You know this man RT @BryceHamilton11: @ItsNotHarold u got some pack fag boy I'm comin thru
23166,23650,3,0,3,0,1,Yesterday was an all around good day. Great day. Saw a lot of people i havent seen in a while and got high as giraffe pussy #Easter420
23167,23651,3,0,0,3,2,"Yesterday, I saw a red hair do, with streaks of orange and yellow in it. Combed up like Woody Wood Pecker. And... http://t.co/o3hiKa2Fin"
23168,23652,3,0,3,0,1,"Yet you won't tag @AnthonyCumia 
What a pussy.
""@Gus_802: Cripes, what a loser. https://t.co/a3gpdURamA"""
23169,23653,3,1,2,0,1,Yo @KayciMalynn I miss you. Ya cunt.
23170,23654,3,0,3,0,1,Yo @espn u let that peckerwood skip get away with anything.. Fuck u @espn
23171,23655,3,0,3,0,1,Yo I'm not a bitch but don't take my order right and I will fucking become one.
23172,23656,6,0,6,0,1,Yo bitch I had fun with that
23173,23657,3,0,3,0,1,Yo bitch LOOKIN like she wana fuck summn
23174,23658,3,0,3,0,1,Yo bitch a freak fucked ha to sleep and dat was the last time I was slept on. . .Shit I woke ha up nd fucked ha again so she aint sleep long
23175,23659,3,0,3,0,1,"Yo bitch all over me, I ain't make no commitment"
23176,23660,3,2,1,0,0,Yo bitch ass needs to boss the fuck up.
23177,23661,6,0,6,0,1,Yo bitch choosin just let her http://t.co/zg6X4gDyRZ
23178,23662,6,0,5,1,1,Yo bitch choosin just letr
23179,23663,3,0,3,0,1,Yo bitch choosin' just let her
23180,23664,3,0,3,0,1,Yo bitch choosinh just Let''R
23181,23665,3,0,3,0,1,Yo bitch gaggin she jet laggin
23182,23666,3,0,3,0,1,Yo bitch go wild more miles on her pussy then my car do
23183,23667,3,0,3,0,1,Yo bitch know wat im talkin bout
23184,23668,6,0,6,0,1,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range
23185,23669,3,2,1,0,0,Yo bitch on my dick she come to my crib she get passed around no love
23186,23670,3,0,3,0,1,Yo bitch she boof she got that throwbac pussy !
23187,23671,3,0,3,0,1,Yo bitch wanna fuck the squad
23188,23672,3,0,3,0,1,Yo bitch wanna fuck the squad!!&#128526;
23189,23673,3,0,3,0,1,Yo can you guys stop being little bitches just know everything happens for a reason of your meant to be you will be &#128079;
23190,23674,3,0,3,0,1,"Yo daddy is a bitch, you jus a son of that boyyy...."
